Date,ASIANPAINT.NS,AXISBANK.NS,BAJFINANCE.NS,HCLTECH.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,LT.NS,MARUTI.NS,NESTLEIND.NS,POWERGRID.NS,RELIANCE.NS,SBIN.NS,SUNPHARMA.NS,TCS.NS,ULTRACEMCO.NS,WIPRO.NS
2023-01-12,2832.865234375,933.8755493164062,581.61669921875,972.1591796875,1559.9642333984375,2506.72216796875,846.337646484375,1386.5679931640625,302.10308837890625,1776.08935546875,2103.99609375,8213.595703125,1939.579833984375,149.30587768554688,1140.6429443359375,562.6377563476562,1006.4730224609375,3194.602783203125,7078.82568359375,192.99525451660156
2023-01-13,2826.259033203125,932.4780883789062,589.4459228515625,977.7382202148438,1561.1834716796875,2539.57958984375,858.9248046875,1408.1539306640625,301.0955505371094,1776.8878173828125,2097.809814453125,8296.23046875,1930.9034423828125,149.655517578125,1138.7969970703125,567.5557250976562,1005.2549438476562,3233.117919921875,7173.3798828125,192.70172119140625
2023-01-16,2832.962646484375,911.5156860351562,592.7097778320312,992.1619262695312,1546.2119140625,2513.545166015625,850.8611450195312,1428.616455078125,302.4236145019531,1781.3792724609375,2082.0283203125,8224.29296875,1926.1455078125,150.8094482421875,1127.9517822265625,570.2984619140625,1009.0067138671875,3201.90625,7208.95556640625,195.0010223388672
2023-01-17,2857.1044921875,916.0574951171875,590.1509399414062,1007.9014892578125,1569.22998046875,2581.728515625,850.7628173828125,1441.727294921875,304.3011474609375,1794.20458984375,2155.968994140625,8321.697265625,1946.6556396484375,152.7325897216797,1143.9658203125,560.7935180664062,1006.3267822265625,3244.498046875,7300.78857421875,193.90029907226562
2023-01-18,2861.33056640625,922.34619140625,591.5018920898438,1011.6204833984375,1596.9296875,2599.778564453125,855.0404052734375,1447.2525634765625,306.4992980957031,1795.6517333984375,2207.990234375,8336.1240234375,1934.709716796875,153.39694213867188,1142.0736083984375,559.3748168945312,1013.5379638671875,3255.638671875,7207.57080078125,197.2514190673828
2023-01-19,2784.484375,927.037841796875,592.8626708984375,1017.3416748046875,1603.56201171875,2564.50146484375,851.7461547851562,1441.1654052734375,304.2095642089844,1763.912841796875,2214.419921875,8343.5830078125,1920.826416015625,154.3759765625,1140.8507080078125,557.861572265625,1013.9766235351562,3239.408935546875,7137.2109375,197.34925842285156
2023-01-20,2708.36669921875,928.884521484375,577.8695678710938,1014.0465087890625,1619.9964599609375,2466.75048828125,855.8762817382812,1428.6632080078125,306.4535217285156,1759.521240234375,2191.86767578125,8282.8828125,1873.877197265625,156.1243133544922,1127.2825927734375,560.084228515625,1004.0369262695312,3229.804931640625,7102.37744140625,197.22694396972656
2023-01-23,2705.1123046875,931.0307006835938,578.1260375976562,1026.3123779296875,1631.846923828125,2512.86767578125,857.203857421875,1449.6873779296875,309.3384704589844,1780.3311767578125,2175.842041015625,8260.6044921875,1890.1807861328125,157.41806030273438,1121.5830078125,567.8867797851562,1022.5030517578125,3279.5517578125,6778.388671875,199.1104278564453
2023-01-24,2730.517578125,908.5709228515625,577.3421020507812,1041.5531005859375,1653.6947021484375,2516.835693359375,856.2696533203125,1453.3397216796875,310.43756103515625,1756.876220703125,2150.51318359375,8537.0673828125,1882.7242431640625,154.51583862304688,1114.9605712890625,562.1174926757812,1014.1224975585938,3300.103759765625,6738.755859375,198.9147491455078
2023-01-25,2695.931884765625,890.7528076171875,571.5095825195312,1027.73095703125,1607.9998779296875,2537.98291015625,841.0765380859375,1445.0050048828125,310.71234130859375,1746.4462890625,2118.56005859375,8620.78125,1877.3370361328125,153.43190002441406,1099.54638671875,537.8585815429688,1013.4892578125,3293.813232421875,6635.24560546875,196.4442138671875
2023-01-27,2645.0732421875,872.1861572265625,568.0386352539062,1021.186279296875,1575.9598388671875,2528.111083984375,803.6101684570312,1422.669677734375,316.89453125,1709.816650390625,2104.093505859375,8575.0478515625,1875.4681396484375,153.32699584960938,1078.6866455078125,510.667724609375,1016.7535400390625,3275.8544921875,6645.63623046875,194.73194885253906
2023-01-30,2687.38232421875,870.2894897460938,593.7845458984375,1038.7154541015625,1574.3505859375,2485.5263671875,809.805419921875,1441.07177734375,315.79547119140625,1722.94140625,2058.35546875,8653.0703125,1870.544189453125,148.15200805664062,1089.0242919921875,509.0126647949219,1024.8416748046875,3297.55810546875,6815.943359375,196.7866668701172
2023-01-31,2648.18212890625,870.0400390625,580.4334106445312,1027.2275390625,1563.9630126953125,2493.849853515625,818.0657348632812,1436.3424072265625,322.71038818359375,1727.6822509765625,2069.558349609375,8729.9140625,1856.0853271484375,151.50877380371094,1086.3013916015625,523.48291015625,1008.0809936523438,3225.579345703125,7011.7314453125,195.1233367919922
2023-02-01,2665.572021484375,855.7156982421875,573.60986328125,1036.2899169921875,1587.420166015625,2491.430419921875,833.8488159179688,1452.5904541015625,330.9990539550781,1741.35595703125,2090.162841796875,8605.814453125,1863.1219482421875,151.43881225585938,1079.863525390625,498.7510070800781,988.9814453125,3273.26171875,7067.0,196.86004638671875
2023-02-02,2628.557373046875,866.8956298828125,563.7936401367188,1052.3087158203125,1563.8167724609375,2550.08056640625,843.6333618164062,1483.1669921875,346.752197265625,1758.373291015625,2089.529296875,8705.2314453125,1849.921875,148.74642944335938,1073.8870849609375,499.4603271484375,981.867919921875,3323.248291015625,7092.9765625,200.30902099609375
2023-02-03,2681.74755859375,881.0203247070312,593.0401000976562,1049.1507568359375,1617.8995361328125,2563.533447265625,849.4351806640625,1497.822998046875,348.6297607421875,1776.8878173828125,2110.62060546875,8776.0400390625,1854.7723388671875,150.2499542236328,1074.8331298828125,514.6873168945312,1001.8931274414062,3344.280029296875,7114.30224609375,199.5507354736328
2023-02-06,2675.724365234375,881.0702514648438,601.9097290039062,1048.73876953125,1611.0234375,2552.7421875,839.503173828125,1470.14990234375,351.1484375,1743.6517333984375,2100.4404296875,8742.3779296875,1856.4512939453125,151.78848266601562,1066.7337646484375,515.8222045898438,997.2156372070312,3322.816162109375,7052.99755859375,197.96078491210938
2023-02-07,2679.46484375,877.5265502929688,607.4661865234375,1032.7657470703125,1613.4129638671875,2517.513427734375,838.5690307617188,1463.1728515625,341.8522644042969,1771.9971923828125,2109.402587890625,8599.5341796875,1852.20556640625,151.6486053466797,1064.1724853515625,517.429931640625,980.6986083984375,3334.916748046875,6998.125,195.9305419921875
2023-02-08,2686.799560546875,870.1897583007812,626.3097534179688,1048.098388671875,1613.2178955078125,2499.705322265625,844.8133544921875,1489.48828125,343.958740234375,1762.1162109375,2075.84228515625,8670.44140625,1853.8551025390625,148.25689697265625,1085.424560546875,519.936279296875,994.5416259765625,3380.582275390625,7174.81494140625,198.98812866210938
2023-02-09,2734.403564453125,866.1470336914062,636.5006713867188,1049.333740234375,1609.85302734375,2503.479736328125,846.485107421875,1514.30517578125,342.7681579589844,1767.505859375,2091.96484375,8637.5634765625,1854.382080078125,148.85133361816406,1087.316650390625,520.9293212890625,988.4546508789062,3400.510009765625,7104.95068359375,199.74639892578125
